u,v,key,osmid,name,highway,oneway,length,lanes,ref,maxspeed,geometry
2973895926,8594051995,0,9973983,Bernard Street,tertiary,False,24.305,,,,"LINESTRING (-97.1414502 33.2115351, -97.1414574 33.2113166)"
2973895926,81909431,0,9973983,Bernard Street,tertiary,False,3.993,,,,"LINESTRING (-97.1414502 33.2115351, -97.141449 33.211571)"
2973895933,8863362488,0,9973983,Bernard Street,tertiary,False,48.75,,,,"LINESTRING (-97.1414346 33.2131058, -97.1414392 33.2126674)"
2973895933,5060938941,0,9973983,Bernard Street,tertiary,False,7.962,,,,"LINESTRING (-97.1414346 33.2131058, -97.1414339 33.2131774)"
2973895936,5060938412,0,942213967,West Sycamore Street,unclassified,False,4.745,,,,"LINESTRING (-97.1421689 33.212597, -97.1422199 33.2125974)"
2973895936,2973895918,0,942213967,West Sycamore Street,unclassified,False,3.489,,,,"LINESTRING (-97.1421689 33.212597, -97.1421314 33.2125966)"
2973895951,2973897469,0,9972812,West Mulberry Street,residential,True,1.917,,,,"LINESTRING (-97.1449316 33.2136412, -97.1449522 33.2136414)"
2973897462,5060938402,0,9972812,West Mulberry Street,residential,True,52.238,,,,"LINESTRING (-97.1450568 33.213642, -97.1456183 33.2136457)"
2973897469,2973897462,0,9972812,West Mulberry Street,residential,True,9.731,,,,"LINESTRING (-97.1449522 33.2136414, -97.1450568 33.213642)"
2973950032,5060969356,0,9973983,Bernard Street,tertiary,False,7.474,,,,"LINESTRING (-97.1414784 33.2104472, -97.14148 33.21038)"
2973950032,5060938379,0,9973983,Bernard Street,tertiary,False,88.061,,,,"LINESTRING (-97.1414784 33.2104472, -97.14146 33.211239)"
2975179352,2975179353,0,976725757,North Locust Street,primary,True,6.329,2,US 77;US 377,,"LINESTRING (-97.1324687 33.2153416, -97.132467 33.2153985)"
2975179353,6148153942,0,976725757,North Locust Street,primary,True,5.327,2,US 77;US 377,,"LINESTRING (-97.132467 33.2153985, -97.1324662 33.2154464)"
2991601590,2072447767,0,9972808,West Mulberry Street,unclassified,False,77.227,,,,"LINESTRING (-97.1491988 33.2136748, -97.1500289 33.2136813)"
2991601590,2973895879,0,9972808,West Mulberry Street,unclassified,False,1.963,,,,"LINESTRING (-97.1491988 33.2136748, -97.1491777 33.2136747)"
2991601591,2973895879,0,9972808,West Mulberry Street,unclassified,False,53.744,,,,"LINESTRING (-97.1486 33.2136722, -97.1491777 33.2136747)"
2991601591,5829416093,0,9972808,West Mulberry Street,unclassified,False,3.693,,,,"LINESTRING (-97.1486 33.2136722, -97.1485603 33.2136724)"
2996260102,9532540519,0,437822208,West Highland Street,unclassified,True,48.937,,,20 mph,"LINESTRING (-97.1450155 33.20932, -97.1444895 33.2093226)"
2996260113,2973885430,0,365519037,Maple Street,unclassified,True,15.752,,,,"LINESTRING (-97.1450369 33.2082248, -97.1452062 33.2082263)"
2996260115,5075741101,0,9975998,Central Avenue,unclassified,False,39.376,,,,"LINESTRING (-97.1452685 33.2088509, -97.1452721 33.2084968)"
2996260115,5075741892,0,9975998,Central Avenue,unclassified,False,26.714,,,,"LINESTRING (-97.1452685 33.2088509, -97.145263 33.2090911)"
2996260129,2973895705,0,150153958,West Highland Street,residential,False,25.11,,,,"LINESTRING (-97.1437655 33.2093136, -97.1434956 33.2093131)"
2996260129,2973895699,0,150153958,West Highland Street,residential,False,15.294,,,,"LINESTRING (-97.1437655 33.2093136, -97.1439298 33.2093181)"
2996260130,2973895707,0,150153958,West Highland Street,residential,False,16.152,,,,"LINESTRING (-97.1428723 33.2093059, -97.1426987 33.2093039)"
2996260130,81870019,0,150153958,West Highland Street,residential,False,46.289,,,,"LINESTRING (-97.1428723 33.2093059, -97.1433698 33.2093116)"
2996261537,5791317356,0,9964156,Maple Street,residential,False,46.701,,,,"LINESTRING (-97.1437628 33.2082099, -97.1442647 33.2082169)"
2996261537,2996261538,0,9964156,Maple Street,residential,False,83.094,,,,"LINESTRING (-97.1437628 33.2082099, -97.1428698 33.2081967)"
2996261538,2996261537,0,9964156,Maple Street,residential,False,83.094,,,,"LINESTRING (-97.1428698 33.2081967, -97.1437628 33.2082099)"
2996261538,2996261541,0,9964156,Maple Street,residential,False,50.415,,,,"LINESTRING (-97.1428698 33.2081967, -97.142328 33.2081886)"
2996261539,5791317357,0,521609562,South Welch Street,unclassified,False,71.677,,,30 mph,"LINESTRING (-97.1443944 33.2074911, -97.1443901 33.2081357)"
2996261539,5791316782,0,521609562,South Welch Street,unclassified,False,25.676,,,30 mph,"LINESTRING (-97.1443944 33.2074911, -97.1443972 33.2072602)"
2996261541,2996261538,0,9964156,Maple Street,residential,False,50.415,,,,"LINESTRING (-97.142328 33.2081886, -97.1428698 33.2081967)"
2996261541,2973885446,0,9964156,Maple Street,residential,False,2.461,,,,"LINESTRING (-97.142328 33.2081886, -97.1423016 33.2081872)"
2996287343,9547025496,0,9981001,Chestnut Street,unclassified,False,15.761,,,,"LINESTRING (-97.1535421 33.2115187, -97.1533804 33.211561)"
2996287343,81977566,0,9981001,Chestnut Street,unclassified,False,16.39,,,,"LINESTRING (-97.1535421 33.2115187, -97.1537177 33.2115068)"
3009727634,81904855,0,521609569,West Hickory Street,secondary,True,22.236,3,,20 mph,"LINESTRING (-97.1367819 33.2145686, -97.1365429 33.2145657)"
3013639978,2973885446,0,9964156,Maple Street,residential,False,29.719,,,,"LINESTRING (-97.1419822 33.2081829, -97.1423016 33.2081872)"
3013639978,81800552,0,9964156,Maple Street,residential,False,43.002,,,,"LINESTRING (-97.1419822 33.2081829, -97.14152 33.20818)"
3013639985,6041357690,0,521609571,Eagle Drive,tertiary,False,1.927,,,,"LINESTRING (-97.1429504 33.2065938, -97.1429297 33.2065932)"
3013639985,81818281,0,521609571,Eagle Drive,tertiary,False,19.513,,,,"LINESTRING (-97.1429504 33.2065938, -97.14316 33.2066)"
3013639987,2973885416,0,966597112,Avenue A,unclassified,False,27.484,,,,"LINESTRING (-97.1460122 33.2075885, -97.146019 33.2078356)"
3013639987,2973885406,0,966597112,Avenue A,unclassified,False,57.657,,,,"LINESTRING (-97.1460122 33.2075885, -97.1460172 33.20707)"
3013639988,6902376756,0,9982160,IOOF Street,residential,False,18.675,,,,"LINESTRING (-97.140297 33.2065434, -97.1402922 33.2067113)"
3013639988,6041308826,0,521609571,Eagle Drive,tertiary,False,14.086,,,,"LINESTRING (-97.140297 33.2065434, -97.1401456 33.2065424)"
3013639988,6749516034,0,521609571,Eagle Drive,tertiary,False,50.594,,,,"LINESTRING (-97.140297 33.2065434, -97.1408408 33.2065461)"
3013639992,81930438,0,9975998,Central Avenue,unclassified,False,73.094,,,,"LINESTRING (-97.1452859 33.2078174, -97.1452956 33.2071601)"
3013639992,2973885435,0,9975998,Central Avenue,unclassified,False,9.597,,,,"LINESTRING (-97.1452859 33.2078174, -97.1452847 33.2079037)"
3013639994,3013639996,0,9975998,Central Avenue,unclassified,False,37.987,,,,"LINESTRING (-97.1452978 33.2070118, -97.1453028 33.2066702)"
3013639994,81930438,0,9975998,Central Avenue,unclassified,False,16.492,,,,"LINESTRING (-97.1452978 33.2070118, -97.1452956 33.2071601)"
3013639995,2973885406,0,966597112,Avenue A,unclassified,False,5.738,,,,"LINESTRING (-97.1460177 33.2070184, -97.1460172 33.20707)"
3013639995,2973885407,0,966597112,Avenue A,unclassified,False,8.607,,,,"LINESTRING (-97.1460177 33.2070184, -97.1460182 33.206941)"
3013639996,3013639994,0,9975998,Central Avenue,unclassified,False,37.987,,,,"LINESTRING (-97.1453028 33.2066702, -97.1452978 33.2070118)"
3013639996,6482025389,0,1016511722,Eagle Drive,tertiary,False,15.176,,,,"LINESTRING (-97.1453028 33.2066702, -97.1451399 33.2066632)"
3013639996,8860768044,0,1016511722,Eagle Drive,tertiary,False,59.477,,,,"LINESTRING (-97.1453028 33.2066702, -97.145942 33.2066789)"
3013713937,9562931565,0,9981388,Cleveland Street,residential,False,7.484,,,,"LINESTRING (-97.13789 33.206519, -97.1378911 33.2064517)"
3013713937,81818300,0,521609571,Eagle Drive,tertiary,False,55.357,,,,"LINESTRING (-97.13789 33.206519, -97.137295 33.206518)"
3013713937,81818296,0,521609571,Eagle Drive,tertiary,False,27.443,,,,"LINESTRING (-97.13789 33.206519, -97.1381848 33.2065274)"
3015339735,7715218353,0,150153639,Avenue C,tertiary,False,16.361,,,,"LINESTRING (-97.1507379 33.2063837, -97.150742 33.2062366)"
3015339735,5059238791,0,150153639,Avenue C,tertiary,False,43.736,,,,"LINESTRING (-97.1507379 33.2063837, -97.1507322 33.206777)"
3015339737,9596987960,0,9966525,Collier Street,residential,False,12.2,,,,"LINESTRING (-97.1494252 33.2064641, -97.1494278 33.2063544)"
3015339737,5059238831,0,9966525,Collier Street,residential,False,31.794,,,,"LINESTRING (-97.1494252 33.2064641, -97.14942 33.20675)"
3037310658,9562937144,0,9973983,Bernard Street,tertiary,False,10.03,,,,"LINESTRING (-97.14153 33.20656, -97.14153 33.2064698)"
3037310658,9537303501,0,9973983,Bernard Street,tertiary,False,55.931,,,,"LINESTRING (-97.14153 33.20656, -97.1415321 33.207063)"
3037310658,9562937171,0,521609571,Eagle Drive,tertiary,False,6.339,,,,"LINESTRING (-97.14153 33.20656, -97.1414619 33.2065582)"
3037310658,2626234225,0,521609571,Eagle Drive,tertiary,False,65.844,,,,"LINESTRING (-97.14153 33.20656, -97.1422375 33.2065748)"
3037366531,2665604813,0,9973226,West Prairie Street,tertiary,False,15.785,,,,"LINESTRING (-97.13715 33.21071, -97.1373194 33.2107181)"
3037366531,6316752023,0,9973226,West Prairie Street,tertiary,False,36.964,,,,"LINESTRING (-97.13715 33.21071, -97.1367527 33.2107066)"
3037366531,81804657,0,589767597,Carroll Boulevard,secondary,True,98.519,3,,,"LINESTRING (-97.13715 33.21071, -97.137151 33.211596)"
3037366933,8863356441,0,9982426,West Sycamore Street,tertiary,False,7.601,,,,"LINESTRING (-97.1371689 33.2125595, -97.1370872 33.2125598)"
3037366933,81804719,0,974877734,West Sycamore Street,tertiary,False,10.615,,,,"LINESTRING (-97.1371689 33.2125595, -97.137283 33.212559)"
3037366933,9021660778,0,974877735,Carroll Boulevard,secondary,True,14.565,3,,,"LINESTRING (-97.1371689 33.2125595, -97.137147 33.2126892)"
3037366934,81989168,0,9982426,West Sycamore Street,tertiary,False,38.117,,,,"LINESTRING (-97.1345103 33.2125263, -97.13492 33.21253)"
3037366934,7588520685,0,9982426,West Sycamore Street,tertiary,False,16.021,,,,"LINESTRING (-97.1345103 33.2125263, -97.1343381 33.2125247)"
3037366935,5970979797,0,942213969,Carroll Boulevard,secondary,True,4.359,4,,,"LINESTRING (-97.1372954 33.2117895, -97.137296 33.2117503)"
3037366936,7830824131,0,521609570,West Mulberry Street,residential,False,8.931,,,,"LINESTRING (-97.1372671 33.21352, -97.1373631 33.2135209)"
3037366936,81895639,0,942213964,West Mulberry Street,residential,False,6.615,,,,"LINESTRING (-97.1372671 33.21352, -97.137196 33.213521)"
3037366936,7830824129,0,942213965,Carroll Boulevard,secondary,True,6.361,3,,,"LINESTRING (-97.1372671 33.21352, -97.137268 33.2134628)"
3037366941,81804673,0,589767597,Carroll Boulevard,secondary,True,42.915,3,,,"LINESTRING (-97.13682 33.20827, -97.136959 33.208638)"
3037366941,3037366942,0,934262074,Maple Street,residential,False,50.251,,,,"LINESTRING (-97.13682 33.20827, -97.13628 33.20826)"
3037366941,81800506,0,934262074,Maple Street,residential,False,15.236,,,,"LINESTRING (-97.13682 33.20827, -97.1369833 33.2082597)"
3037366942,81908843,0,9973934,Pacific Street,residential,False,64.493,,,,"LINESTRING (-97.13628 33.20826, -97.136281 33.20768)"
3037366942,81800511,0,934262074,Maple Street,residential,False,56.752,,,,"LINESTRING (-97.13628 33.20826, -97.13567 33.20826)"
3037366942,3037366941,0,934262074,Maple Street,residential,False,50.251,,,,"LINESTRING (-97.13628 33.20826, -97.13682 33.20827)"
3037366943,81908845,0,9973934,Pacific Street,residential,False,23.676,,,,"LINESTRING (-97.1362804 33.207396, -97.1362964 33.2071835)"
3037366943,81908843,0,9973934,Pacific Street,residential,False,31.579,,,,"LINESTRING (-97.1362804 33.207396, -97.136281 33.20768)"
3429340775,2631862638,0,365519036,Maple Street,unclassified,True,45.486,,,,"LINESTRING (-97.150854 33.208271, -97.1513429 33.2082734)"
3429340781,2631862640,0,739641942,West Highland Street,unclassified,True,5.835,,,20 mph,"LINESTRING (-97.1508417 33.2093613, -97.150779 33.2093601)"
3429340782,9546840643,0,9980856,Avenue C,tertiary,True,131.729,,,,"LINESTRING (-97.1506845 33.2094414, -97.1506691 33.210626)"
3429340783,2631862640,0,9980852,Avenue C,tertiary,True,9.941,,,,"LINESTRING (-97.1507787 33.2094495, -97.150779 33.2093601)"
3429343093,6021242034,0,739641954,South Welch Street,unclassified,False,53.723,,,30 mph,"LINESTRING (-97.1443745 33.2105176, -97.1443668 33.2110007)"
3429343093,4357603983,0,739641954,South Welch Street,unclassified,False,10.797,,,30 mph,"LINESTRING (-97.1443745 33.2105176, -97.1443743 33.2104205)"
3429343101,2970522585,0,9982427,West Sycamore Street,unclassified,False,47.653,,,,"LINESTRING (-97.1528017 33.2126788, -97.1522895 33.2126746)"
3429343101,81976537,0,9982427,West Sycamore Street,unclassified,False,8.47,,,,"LINESTRING (-97.1528017 33.2126788, -97.1528927 33.2126764)"
3429343102,3429343107,0,640661618,West Sycamore Street,residential,True,94.791,,,,"LINESTRING (-97.1491927 33.212758, -97.1491789 33.2136104)"
3429343107,2973895879,0,640661618,West Sycamore Street,residential,True,7.151,,,,"LINESTRING (-97.1491789 33.2136104, -97.1491777 33.2136747)"
3429343110,81895623,0,739641947,West Mulberry Street,unclassified,False,9.267,,,,"LINESTRING (-97.1527804 33.2137086, -97.15288 33.21371)"
3429343110,2970522581,0,739641947,West Mulberry Street,unclassified,False,10.113,,,,"LINESTRING (-97.1527804 33.2137086, -97.1526717 33.2137077)"
3429343115,1630768306,0,9969650,North Avenue C,tertiary,True,5.96,,,,"LINESTRING (-97.1506407 33.2146105, -97.1506411 33.2146641)"
3429343116,5060888350,0,9980852,Avenue C,tertiary,True,95.42,,,,"LINESTRING (-97.1507136 33.2146111, -97.1507226 33.213753)"
3695224164,5059238795,0,365519034,Eagle Drive,tertiary,False,12.915,,,,"LINESTRING (-97.1517212 33.2067907, -97.15186 33.206789)"
3695224164,9530423881,0,739641950,Eagle Drive,tertiary,False,79.343,,,,"LINESTRING (-97.1517212 33.2067907, -97.1508685 33.2067789)"
3695224166,5074760632,0,739641951,Maple Street,unclassified,True,54.875,,,,"LINESTRING (-97.1500214 33.2082638, -97.1506112 33.2082686)"
3695224172,5060888366,0,9972808,West Mulberry Street,unclassified,False,66.733,,,,"LINESTRING (-97.1514931 33.2136936, -97.1507758 33.2136876)"
3695224172,2631862668,0,739641947,West Mulberry Street,unclassified,False,5.279,,,,"LINESTRING (-97.1514931 33.2136936, -97.1515498 33.2136954)"
3695224173,5797617837,0,9970017,South Avenue B,unclassified,False,18.559,,,,"LINESTRING (-97.1484418 33.2139764, -97.1484437 33.2138095)"
3695224173,9540501665,0,739641946,South Avenue B,unclassified,False,68.665,,,,"LINESTRING (-97.1484418 33.2139764, -97.1484361 33.2145939)"
3703706660,6021271447,0,521609568,West Mulberry Street,residential,False,11.35,,,,"LINESTRING (-97.1352826 33.2135152, -97.1351606 33.2135149)"
3703706660,8593818783,0,521609568,West Mulberry Street,residential,False,20.55,,,,"LINESTRING (-97.1352826 33.2135152, -97.1355035 33.2135154)"
3763123809,81818242,0,9980874,North Texas Boulevard,tertiary,True,9.591,2,,,"LINESTRING (-97.1537947 33.2064905, -97.1537069 33.2064453)"
3969095040,9532532186,0,9973983,Bernard Street,tertiary,False,32.439,,,,"LINESTRING (-97.1414936 33.2096391, -97.1414989 33.2093474)"
3969095040,5970979178,0,9973983,Bernard Street,tertiary,False,11.898,,,,"LINESTRING (-97.1414936 33.2096391, -97.1414946 33.2097461)"
3969104764,5060968107,0,150153958,West Highland Street,residential,False,4.931,,,,"LINESTRING (-97.1419883 33.2092956, -97.1419353 33.209295)"
3969104764,81870021,0,150153958,West Highland Street,residential,False,34.584,,,,"LINESTRING (-97.1419883 33.2092956, -97.14236 33.2092999)"
4357603983,6925216269,0,256877979,West Prairie Street,unclassified,False,12.831,,,,"LINESTRING (-97.1443743 33.2104205, -97.1442364 33.2104186)"
4357603983,6925216268,0,739641941,South Welch Street,unclassified,False,11.309,,,30 mph,"LINESTRING (-97.1443743 33.2104205, -97.1443741 33.2103188)"
4357603983,3429343093,0,739641954,South Welch Street,unclassified,False,10.797,,,30 mph,"LINESTRING (-97.1443743 33.2104205, -97.1443745 33.2105176)"
4789323845,5744713360,0,60323910,North Texas Boulevard,tertiary,True,13.92,2,,,"LINESTRING (-97.1532235 33.2062424, -97.1533286 33.2063315)"
4789323846,81976545,0,62049255,North Texas Boulevard,tertiary,True,9.785,2,,,"LINESTRING (-97.1533976 33.2062307, -97.1533243 33.2061676)"
4789323847,5744713359,0,62049255,North Texas Boulevard,tertiary,True,10.206,2,,,"LINESTRING (-97.1532129 33.2060396, -97.1531613 33.2059586)"
5048578937,8863388267,0,512632091,South Welch Street,unclassified,False,32.662,,,30 mph,"LINESTRING (-97.1442636 33.2140117, -97.1442805 33.2137183)"
5048578937,6749108438,0,512632091,South Welch Street,unclassified,False,23.53,,,30 mph,"LINESTRING (-97.1442636 33.2140117, -97.1442554 33.2142232)"
5055066703,6071396491,0,365519034,Eagle Drive,tertiary,False,54.027,,,,"LINESTRING (-97.1529599 33.2067863, -97.1523792 33.2067877)"
5055066703,81818256,0,365519034,Eagle Drive,tertiary,False,12.383,,,,"LINESTRING (-97.1529599 33.2067863, -97.153093 33.206786)"
5059238781,81870005,0,9980865,Avenue D,unclassified,True,9.075,,,,"LINESTRING (-97.1529525 33.209298, -97.1529505 33.2093796)"
5059238791,81976494,0,9980856,Avenue C,tertiary,True,11.374,,,,"LINESTRING (-97.1507322 33.206777, -97.150684 33.206871)"
5059238791,3015339735,0,150153639,Avenue C,tertiary,False,43.736,,,,"LINESTRING (-97.1507322 33.206777, -97.1507379 33.2063837)"
5059238791,9549816859,0,365519035,Eagle Drive,tertiary,False,8.692,,,,"LINESTRING (-97.1507322 33.206777, -97.1506388 33.2067751)"
5059238791,9530423881,0,739641950,Eagle Drive,tertiary,False,12.683,,,,"LINESTRING (-97.1507322 33.206777, -97.1508685 33.2067789)"
5059238795,9530423835,0,9963497,Kendolph Street,residential,False,8.774,,,,"LINESTRING (-97.15186 33.206789, -97.1518608 33.2067101)"
5059238795,3695224164,0,365519034,Eagle Drive,tertiary,False,12.915,,,,"LINESTRING (-97.15186 33.206789, -97.1517212 33.2067907)"
5059238795,6071396491,0,365519034,Eagle Drive,tertiary,False,48.305,,,,"LINESTRING (-97.15186 33.206789, -97.1523792 33.2067877)"
5059238816,2631862639,0,739641943,Avenue C,tertiary,True,112.943,,,,"LINESTRING (-97.1507787 33.2092867, -97.1507866 33.208271)"
5059238826,8649541236,0,9963497,Kendolph Street,residential,False,6.85,,,,"LINESTRING (-97.1518629 33.2064916, -97.1518635 33.20643)"
5059238826,9530423835,0,9963497,Kendolph Street,residential,False,24.297,,,,"LINESTRING (-97.1518629 33.2064916, -97.1518608 33.2067101)"
5059238831,3015339737,0,9966525,Collier Street,residential,False,31.794,,,,"LINESTRING (-97.14942 33.20675, -97.1494252 33.2064641)"
